,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km_Driven,Ownership,Fuel_Type,RTO_Office,Discounted_Car_Price,Baseline_Price,Car_Type,Age_of_Car,Km_Driven_Per_Year,Categorize_Car_Price
127,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2015,Hyundai,25452,1ST OWNER,PETROL,KA-02,475000,586000,Manual,8,3181.5,2.5 lakh-5 lakh
128,Maruti Alto 800,LXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Maruti,62554,1ST OWNER,PETROL,KA-50,272000,328000,Manual,8,7819.25,2.5 lakh-5 lakh
129,Maruti Swift,ZXIManual,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,29767,1ST OWNER,PETROL,KA-02,680000,718000,Manual,5,5953.4,5 lakh-10 lakh
130,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT DUAL TONEManual,"Bellahalli, Bengaluru",HatchBack,2018,Hyundai,24678,1ST OWNER,PETROL,KA-03,567000,605000,Manual,5,4935.6,5 lakh-10 lakh
131,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,77646,1ST OWNER,PETROL,KA-04,489000,576000,Manual,8,9705.75,2.5 lakh-5 lakh
132,Renault Kwid,RXL 1.0Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Renault,24810,2ND OWNER,PETROL,KA-05,358000,376000,Manual,6,4135,2.5 lakh-5 lakh
133,Tata Tiago,XZ PETROLManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Tata,23006,1ST OWNER,PETROL,KA-03,527000,563000,Manual,5,4601.2,5 lakh-10 lakh
134,Maruti Alto K10,VXI AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,67133,1ST OWNER,PETROL,KA-05,366000,386000,Automatic,7,9590.428571,2.5 lakh-5 lakh
135,Maruti Alto,LXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2012,Maruti,100100,1ST OWNER,PETROL,KA-05,226000,266000,Manual,11,9100,below 2.5 lakh
136,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,75761,2ND OWNER,PETROL,KA-51,291000,314000,Manual,11,6887.363636,2.5 lakh-5 lakh
137,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Hyundai,51584,3RD OWNER,PETROL,KA-03,340000,362000,Automatic,11,4689.454545,2.5 lakh-5 lakh
138,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,63231,2ND OWNER,PETROL,KA-01,482000,537000,Manual,8,7903.875,2.5 lakh-5 lakh
139,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,22977,1ST OWNER,PETROL,KA-51,484000,549000,Manual,7,3282.428571,2.5 lakh-5 lakh
140,Tata ALTROZ,XZ PETROLManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2020,Tata,40742,1ST OWNER,PETROL,KA-02,745000,825000,Manual,3,13580.66667,5 lakh-10 lakh
141,Maruti Baleno,ALPHA CVT PETROL 1.2Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,41500,2ND OWNER,PETROL,KA-05,672000,811000,Automatic,6,6916.666667,5 lakh-10 lakh
142,Maruti Celerio,VXIManual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,9067,2ND OWNER,PETROL,KA-25,479000,507000,Manual,4,2266.75,2.5 lakh-5 lakh
143,Hyundai NEW SANTRO,SPORTZ EXECUTIVE MT CNGManual,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,41054,1ST OWNER,CNG,KA-51,566000,638000,Manual,2,20527,5 lakh-10 lakh
144,Maruti Alto 800,LXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,44110,2ND OWNER,PETROL,KA-04,295000,324000,Manual,7,6301.428571,2.5 lakh-5 lakh
145,Maruti Swift,ZXI PLUS AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Maruti,8506,2ND OWNER,PETROL,KA-09,662000,700000,Automatic,5,1701.2,5 lakh-10 lakh
146,Hyundai i20,ASTA 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2014,Hyundai,66491,2ND OWNER,PETROL,KA-03,468000,506000,Manual,9,7387.888889,2.5 lakh-5 lakh
147,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2012,Hyundai,31474,1ST OWNER,PETROL,KA-50,377000,428000,Automatic,11,2861.272727,2.5 lakh-5 lakh
148,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Honda,44154,2ND OWNER,PETROL,KA-03,548000,581000,Automatic,7,6307.714286,5 lakh-10 lakh
149,Toyota Glanza,V CVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2019,Toyota,29335,2ND OWNER,PETROL,KA-02,786000,840000,Automatic,4,7333.75,5 lakh-10 lakh
150,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2019,Hyundai,33786,1ST OWNER,PETROL,KA-53,639000,683000,Manual,4,8446.5,5 lakh-10 lakh
151,Hyundai Elite i20,ASTA 1.4 CRDI DUAL TONEManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Hyundai,36283,1ST OWNER,DIESEL,KA-04,821000,920000,Manual,5,7256.6,5 lakh-10 lakh
152,Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,53814,1ST OWNER,PETROL,KA-02,493000,577000,Manual,7,7687.714286,2.5 lakh-5 lakh
153,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,38783,1ST OWNER,PETROL,KA-03,443000,494000,Manual,9,4309.222222,2.5 lakh-5 lakh
154,Maruti Alto,VXIManual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,3315,2ND OWNER,PETROL,KA-51,380000,426000,Manual,4,828.75,2.5 lakh-5 lakh
155,Hyundai i10,ERA 1.1Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Hyundai,46280,2ND OWNER,PETROL,KA-02,299000,311000,Manual,10,4628,2.5 lakh-5 lakh
156,Maruti A Star,LXIManual,"Bellahalli, Bengaluru",HatchBack,2010,Maruti,57664,1ST OWNER,PETROL,KA-02,209000,223000,Manual,13,4435.692308,below 2.5 lakh
157,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Hyundai,46219,1ST OWNER,PETROL,KA-03,536000,564000,Manual,5,9243.8,5 lakh-10 lakh
158,Hyundai Elite i20,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,56672,3RD OWNER,PETROL,KA-03,596000,662000,Manual,6,9445.333333,5 lakh-10 lakh
159,Hyundai i10,SPORTZ 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Hyundai,73583,2ND OWNER,PETROL,KA-51,308750,322000,Manual,11,6689.363636,2.5 lakh-5 lakh
160,Maruti IGNIS,ALPHA 1.2 K12Manual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,31530,1ST OWNER,PETROL,KA-63,661000,715000,Manual,2,15765,5 lakh-10 lakh
161,Maruti Celerio,VXI AMTAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2018,Maruti,19557,2ND OWNER,PETROL,KA-03,500000,525000,Automatic,5,3911.4,5 lakh-10 lakh
162,Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Hyundai,29618,1ST OWNER,PETROL,KA-05,605000,645000,Manual,3,9872.666667,5 lakh-10 lakh
163,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"GT World Mall, Bengaluru",HatchBack,2018,Hyundai,7773,1ST OWNER,PETROL,KA-51,625000,678000,Manual,5,1554.6,5 lakh-10 lakh
164,Maruti Swift,VXI OManual,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Maruti,48201,1ST OWNER,PETROL,KA-03,587000,616000,Manual,6,8033.5,5 lakh-10 lakh
165,Hyundai NEW I20,ASTA (O) 1.5 CRDI MTManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,34579,1ST OWNER,DIESEL,KA-02,1017000,1174000,Manual,3,11526.33333,10 lakh-15 lakh
166,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,75140,1ST OWNER,PETROL,KA-03,610000,640000,Manual,7,10734.28571,5 lakh-10 lakh
167,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2013,Honda,64742,2ND OWNER,PETROL,KA-03,318000,366000,Manual,10,6474.2,2.5 lakh-5 lakh
168,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,85860,3RD OWNER,PETROL,KA-25,488000,583000,Manual,7,12265.71429,2.5 lakh-5 lakh
169,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,63284,1ST OWNER,PETROL,KA-01,437000,511000,Manual,7,9040.571429,2.5 lakh-5 lakh
170,Maruti Celerio,VXIManual,"GT World Mall, Bengaluru",HatchBack,2022,Maruti,46679,1ST OWNER,PETROL,KA-02,570000,611000,Manual,1,46679,5 lakh-10 lakh
171,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,45198,1ST OWNER,PETROL,KA-04,344000,396000,Manual,10,4519.8,2.5 lakh-5 lakh
172,Renault Kwid,CLIMBER 1.0 (O)Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Renault,43285,3RD OWNER,PETROL,KA-16,440000,515000,Manual,3,14428.33333,2.5 lakh-5 lakh
173,Maruti Ritz,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Maruti,84623,1ST OWNER,PETROL,KA-04,311500,343000,Manual,12,7051.916667,2.5 lakh-5 lakh
174,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Hyundai,79363,2ND OWNER,PETROL,KA-05,313000,325000,Automatic,12,6613.583333,2.5 lakh-5 lakh
175,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,68810,2ND OWNER,PETROL,KA-02,392000,414000,Manual,9,7645.555556,2.5 lakh-5 lakh
176,Renault Kwid,RXT 1.0 AMT (O)Automatic,"GT World Mall, Bengaluru",HatchBack,2020,Renault,42061,2ND OWNER,PETROL,KA-19,475000,531000,Automatic,3,14020.33333,2.5 lakh-5 lakh
177,Renault Kwid,RXT 1.0 EASY-R ATAutomatic,"GT World Mall, Bengaluru",HatchBack,2018,Renault,74022,2ND OWNER,PETROL,KA-53,377000,438000,Automatic,5,14804.4,2.5 lakh-5 lakh
178,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2012,Maruti,55529,1ST OWNER,PETROL,KA-09,478000,515000,Manual,11,5048.090909,2.5 lakh-5 lakh
179,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVTAutomatic,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,41682,1ST OWNER,PETROL,KA-01,525000,581000,Automatic,7,5954.571429,5 lakh-10 lakh
180,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,63411,1ST OWNER,PETROL,KA-41,584000,630000,Manual,7,9058.714286,5 lakh-10 lakh
181,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,36789,1ST OWNER,PETROL,KA-51,650000,688000,Manual,5,7357.8,5 lakh-10 lakh
182,Maruti Wagon R 1.0,VXIManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,81207,3RD OWNER,PETROL,KA-41,345000,379000,Manual,8,10150.875,2.5 lakh-5 lakh
183,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Maruti,83075,2ND OWNER,PETROL,KA-06,574000,606000,Automatic,7,11867.85714,5 lakh-10 lakh
184,Maruti Swift,ZDI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,70690,1ST OWNER,DIESEL,KA-09,695000,775000,Automatic,5,14138,5 lakh-10 lakh
185,Maruti Baleno,DELTA CVT PETROL 1.2Automatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,38218,2ND OWNER,PETROL,KA-35,600000,722000,Automatic,6,6369.666667,5 lakh-10 lakh
186,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,47077,1ST OWNER,PETROL,KA-51,546700,635000,Manual,7,6725.285714,5 lakh-10 lakh
187,Hyundai NEW I20,SPORTZ 1.5 MTManual,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,77648,1ST OWNER,DIESEL,KA-06,838000,921000,Manual,2,38824,5 lakh-10 lakh
188,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,88200,2ND OWNER,PETROL,KA-03,411000,460000,Manual,7,12600,2.5 lakh-5 lakh
189,Maruti Swift,ZXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,40811,2ND OWNER,PETROL,KA-03,592000,676000,Manual,6,6801.833333,5 lakh-10 lakh
190,Renault Pulse,RXL DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Renault,96796,1ST OWNER,DIESEL,KA-05,308000,326000,Manual,11,8799.636364,2.5 lakh-5 lakh
191,Hyundai i10,SPORTZ 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2011,Hyundai,89678,1ST OWNER,PETROL,KA-55,287000,298000,Manual,12,7473.166667,2.5 lakh-5 lakh
192,Hyundai Elite i20,ASTA 1.2 (O)Manual,Sonnappanahalli,HatchBack,2016,Hyundai,17000,1ST OWNER,PETROL,KA-53,738000,782000,Manual,7,2428.571429,5 lakh-10 lakh
193,Hyundai i10,SPORTZ 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2011,Hyundai,41802,1ST OWNER,PETROL,KA-53,327000,355000,Manual,12,3483.5,2.5 lakh-5 lakh
194,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2020,Hyundai,28593,1ST OWNER,PETROL,KA-19,620000,712000,Manual,3,9531,5 lakh-10 lakh
195,Maruti Celerio,VXIManual,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,61227,2ND OWNER,PETROL,KA-50,455000,473000,Manual,5,12245.4,2.5 lakh-5 lakh
196,Hyundai i20,ASTA 1.2Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Hyundai,34836,2ND OWNER,PETROL,KA-01,516000,581000,Manual,9,3870.666667,5 lakh-10 lakh
197,Hyundai Elite i20,MAGNA 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,14516,1ST OWNER,PETROL,KA-51,657000,657000,Manual,7,2073.714286,5 lakh-10 lakh
198,Toyota Glanza,VManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Toyota,13898,1ST OWNER,PETROL,KA-51,817000,839000,Manual,2,6949,5 lakh-10 lakh
199,Hyundai NEW I20,ASTA (O) 1.5 CRDI MTManual,"Bellahalli, Bengaluru",HatchBack,2021,Hyundai,58286,1ST OWNER,DIESEL,KA-46,1125000,1189000,Manual,2,29143,10 lakh-15 lakh
200,Maruti Celerio,ZXI AMT ABSAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Maruti,66058,1ST OWNER,PETROL,KA-03,439000,473000,Automatic,6,11009.66667,2.5 lakh-5 lakh
201,Tata ALTROZ,XZA PLUSAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Tata,14257,1ST OWNER,PETROL,KA-01,939000,987000,Automatic,1,14257,5 lakh-10 lakh
202,Maruti Swift,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2016,Maruti,60777,1ST OWNER,PETROL,KA-05,555000,600000,Manual,7,8682.428571,5 lakh-10 lakh
203,Honda Jazz,1.2L I-VTEC V ATAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Honda,37184,2ND OWNER,PETROL,KA-01,626000,692000,Automatic,6,6197.333333,5 lakh-10 lakh
204,Renault Kwid,RXT 1.0 (O)Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2019,Renault,18305,1ST OWNER,PETROL,KA-03,457000,494000,Manual,4,4576.25,2.5 lakh-5 lakh
205,Honda Brio,S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2012,Honda,29320,1ST OWNER,PETROL,KA-03,371000,395000,Manual,11,2665.454545,2.5 lakh-5 lakh
206,Maruti Alto K10,VXIManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2017,Maruti,27720,2ND OWNER,PETROL,KA-19,326600,380000,Manual,6,4620,2.5 lakh-5 lakh
207,Hyundai Eon,ERA +Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2014,Hyundai,34474,1ST OWNER,PETROL,KA-02,293000,324000,Manual,9,3830.444444,2.5 lakh-5 lakh
208,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,91660,1ST OWNER,PETROL,KA-01,608000,684000,Manual,7,13094.28571,5 lakh-10 lakh
209,Hyundai Grand i10,ASTA 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2017,Hyundai,41803,2ND OWNER,PETROL,KA-02,496000,555000,Manual,6,6967.166667,2.5 lakh-5 lakh
210,Honda Jazz,1.2L I-VTEC VManual,"Bellahalli, Bengaluru",HatchBack,2016,Honda,77501,3RD OWNER,PETROL,KA-02,517000,572000,Manual,7,11071.57143,5 lakh-10 lakh
211,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,45681,1ST OWNER,PETROL,KA-51,641000,641000,Manual,6,7613.5,5 lakh-10 lakh
212,Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2020,Hyundai,23410,1ST OWNER,PETROL,KA-51,616000,645000,Manual,3,7803.333333,5 lakh-10 lakh
213,Maruti IGNIS,ZETA 1.2 AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2017,Maruti,73927,1ST OWNER,PETROL,KA-03,508000,627000,Automatic,6,12321.16667,5 lakh-10 lakh
214,Hyundai i10,SPORTZ 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2010,Hyundai,43529,2ND OWNER,PETROL,KA-51,270000,287000,Manual,13,3348.384615,2.5 lakh-5 lakh
215,Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Hyundai,17574,1ST OWNER,PETROL,KA-02,617000,662000,Automatic,6,2929,5 lakh-10 lakh
216,Renault Kwid,RXL 1.0Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Renault,15512,2ND OWNER,PETROL,KA-51,450000,467000,Manual,2,7756,2.5 lakh-5 lakh
217,Maruti IGNIS,ALPHA 1.2 DUAL TONEManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Maruti,5458,1ST OWNER,PETROL,KA-03,579000,692000,Manual,5,1091.6,5 lakh-10 lakh
218,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2019,Hyundai,42090,1ST OWNER,PETROL,KA-25,574000,631000,Manual,4,10522.5,5 lakh-10 lakh
219,Maruti Swift,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2015,Maruti,45513,1ST OWNER,PETROL,KA-51,532000,580000,Manual,8,5689.125,5 lakh-10 lakh
220,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,81210,2ND OWNER,PETROL,KA-09,318000,338000,Manual,7,11601.42857,2.5 lakh-5 lakh
221,Maruti Swift,ZXIManual,"Bellahalli, Bengaluru",HatchBack,2019,Maruti,47296,1ST OWNER,PETROL,KA-01,676000,718000,Manual,4,11824,5 lakh-10 lakh
222,Maruti Swift,VXI AMTAutomatic,"Bellahalli, Bengaluru",HatchBack,2018,Maruti,42059,2ND OWNER,PETROL,KA-04,636000,705000,Automatic,5,8411.8,5 lakh-10 lakh
223,Maruti Baleno,DELTA PETROL 1.2Manual,"Bellahalli, Bengaluru",HatchBack,2016,Maruti,50173,1ST OWNER,PETROL,KA-03,591000,629000,Manual,7,7167.571429,5 lakh-10 lakh
224,Maruti Wagon R 1.0,VXIManual,"Horamavu Agara Road, Bengaluru",HatchBack,2015,Maruti,37083,1ST OWNER,PETROL,KA-51,399000,451000,Manual,8,4635.375,2.5 lakh-5 lakh
225,Maruti Alto K10,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2011,Maruti,37681,3RD OWNER,PETROL,KA-19,218000,248000,Manual,12,3140.083333,below 2.5 lakh
226,Maruti Swift,VXIManual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,61433,1ST OWNER,PETROL,KA-51,660000,694000,Manual,3,20477.66667,5 lakh-10 lakh
227,Hyundai Eon,ERA PLUS (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2017,Hyundai,20089,1ST OWNER,PETROL,KA-51,384000,415000,Manual,6,3348.166667,2.5 lakh-5 lakh
228,Renault Kwid,RXT 1.0 AMT (O)Automatic,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Renault,24521,1ST OWNER,PETROL,KA-08,517000,575000,Automatic,3,8173.666667,5 lakh-10 lakh
229,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2016,Hyundai,69819,1ST OWNER,PETROL,KA-51,454000,491000,Manual,7,9974.142857,2.5 lakh-5 lakh
230,Maruti Swift,VDI ABSManual,"Bellahalli, Bengaluru",HatchBack,2015,Maruti,88509,2ND OWNER,DIESEL,KA-25,552000,590000,Manual,8,11063.625,5 lakh-10 lakh
231,Honda Brio,S MTManual,"Bellahalli, Bengaluru",HatchBack,2013,Honda,78871,2ND OWNER,PETROL,KA-41,336000,370000,Manual,10,7887.1,2.5 lakh-5 lakh
232,Maruti Alto,LXI OPT CNGManual,"Bellahalli, Bengaluru",HatchBack,2020,Maruti,75591,1ST OWNER,CNG,KA-17,421000,471000,Manual,3,25197,2.5 lakh-5 lakh
233,Renault Kwid,RXL 1.0 AMTAutomatic,"Horamavu Agara Road, Bengaluru",HatchBack,2017,Renault,23119,1ST OWNER,PETROL,KA-53,392000,407000,Automatic,6,3853.166667,2.5 lakh-5 lakh
234,Maruti New Wagon-R,VXI (O) 1.0Manual,Sonnappanahalli,HatchBack,2021,Maruti,11679,1ST OWNER,PETROL,KA-03,591000,601000,Manual,2,5839.5,5 lakh-10 lakh
235,Maruti Celerio X,ZXIManual,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,63618,1ST OWNER,PETROL,KA-05,473000,545000,Manual,5,12723.6,2.5 lakh-5 lakh
236,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVTManual,"Bellahalli, Bengaluru",HatchBack,2014,Hyundai,70777,3RD OWNER,PETROL,KA-20,407000,442000,Manual,9,7864.111111,2.5 lakh-5 lakh
237,Maruti Baleno,ZETA PETROL 1.2Manual,Sonnappanahalli,HatchBack,2021,Maruti,22661,1ST OWNER,PETROL,KA-01,808000,830000,Manual,2,11330.5,5 lakh-10 lakh
238,Hyundai i10,SPORTZ 1.2 ATAutomatic,"Hosur Road, Singasandra, Bengaluru",HatchBack,2013,Hyundai,69263,2ND OWNER,PETROL,KA-03,340000,366000,Automatic,10,6926.3,2.5 lakh-5 lakh
239,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,72362,1ST OWNER,PETROL,KA-03,633000,727000,Manual,7,10337.42857,5 lakh-10 lakh
240,Maruti New Wagon-R,ZXI 1.2Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Maruti,29074,1ST OWNER,PETROL,KA-11,622000,670000,Manual,1,29074,5 lakh-10 lakh
241,Maruti Swift,VXIManual,"GT World Mall, Bengaluru",HatchBack,2013,Maruti,81712,1ST OWNER,PETROL,KA-04,457000,514000,Manual,10,8171.2,2.5 lakh-5 lakh
242,Datsun Redi Go,AManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2021,Datsun,11700,1ST OWNER,PETROL,KA-63,400000,424000,Manual,2,5850,2.5 lakh-5 lakh
243,Hyundai Eon,ERA +Manual,"Hosur Road, Singasandra, Bengaluru",HatchBack,2015,Hyundai,109923,1ST OWNER,PETROL,KA-09,251000,280000,Manual,8,13740.375,2.5 lakh-5 lakh
244,Maruti Alto,VXI PLUSManual,"Bellahalli, Bengaluru",HatchBack,2021,Maruti,14771,1ST OWNER,PETROL,KA-03,406000,471000,Manual,2,7385.5,2.5 lakh-5 lakh
245,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2018,Hyundai,35368,1ST OWNER,PETROL,KA-63,757000,810000,Manual,5,7073.6,5 lakh-10 lakh
246,Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI IMTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",HatchBack,2022,Hyundai,17418,2ND OWNER,PETROL,KA-01,1134000,1221000,Manual,1,17418,10 lakh-15 lakh
247,Maruti Baleno,ALPHA PETROL 1.2Manual,"GT World Mall, Bengaluru",HatchBack,2016,Maruti,79415,1ST OWNER,PETROL,KA-53,620000,653000,Manual,7,11345,5 lakh-10 lakh
248,Hyundai Elite i20,ASTA 1.2 (O)Manual,"Bellahalli, Bengaluru",HatchBack,2016,Hyundai,57459,1ST OWNER,PETROL,KA-53,612000,710000,Manual,7,8208.428571,5 lakh-10 lakh
249,Maruti Baleno,DELTA PETROL 1.2Manual,"Horamavu Agara Road, Bengaluru",HatchBack,2020,Maruti,22438,1ST OWNER,PETROL,KA-04,733000,742000,Manual,3,7479.333333,5 lakh-10 lakh
250,Maruti Alto K10,VXIManual,"Bellahalli, Bengaluru",HatchBack,2013,Maruti,82482,3RD OWNER,PETROL,KA-41,231000,244000,Manual,10,8248.2,below 2.5 lakh
251,Maruti Celerio X,ZXI AMTAutomatic,"GT World Mall, Bengaluru",HatchBack,2018,Maruti,23219,1ST OWNER,PETROL,KA-04,560000,597000,Automatic,5,4643.8,5 lakh-10 lakh
